Customer_ID,Three_Year_Spend,Loyalty_Cust,Distance,Male,Age,Seg_Group,Seg_Type,Married,Length_of_Residence,Homeowner,Num_Adults,Num_Children,Est_Income,Occupation,Education,Home_Value,Political_Ideology,Pet_Owner,Truck_Owner,Total_Spend,Num_Trans,Num_Items,Num_Depts,Division_Ag_Spend,Division_Pet_Spend,Division_Auto_Spend,Division_Hardware_Spend,Division_Home_Spend,Division_Seasonal_Spend,Division_Clothing_Spend,Division_SportingGoods_Spend,Division_FoodBev_Spend
185436151,2427.6900000000001,1,13.617623683036665,1,54.0,A,J35,1,20,1,2,,66000.0,Blue Collar,High School,156000,Liberal,,,441.69,5,36,10,27.93,.00,17.97,267.60,89.93,8.98,27.99,.00,1.29
185462673,78.430000000000007,1,18.25192161173954,1,63.0,U,U01,1,15,1,,,70000.0,Blue Collar,,166000,Conservative,1,,558.08,3,32,7,19.95,185.96,4.49,203.87,.00,140.81,.00,.00,3.00
185787645,2600.6300000000001,0,15.79823638065254,0,58.0,A,I30,1,22,1,4,,83800.0,Office Administration,High School,,,1,1,33.99,1,1,1,.00,.00,33.99,.00,.00,.00,.00,.00,.00
185758858,322.11000000000001,1,17.30592186240494,1,28.0,C,D15,0,12,1,7,,44000.0,Management,High School,105000,Conservative,,,280.93,2,7,2,.00,.00,11.99,.00,.00,.00,.00,268.94,.00
185449504,1539.21,1,18.695775763220361,1,29.0,A,I30,1,25,1,3,,34000.0,Blue Collar,High School,80000,Conservative,,,145.77,2,25,9,.00,20.00,43.30,19.86,3.76,.00,37.72,.00,21.13
185401322,147.68000000000001,1,18.867454413302507,0,66.0,U,U01,1,5,1,,,50000.0,Blue Collar,,120000,Liberal,1,,103.83,1,9,4,.00,.00,.00,.00,9.99,5.99,74.98,.00,12.87
185436515,3784.4099999999999,1,20.843412537657642,1,41.0,C,A04,1,17,1,2,,68000.0,Other,Bachelors Degree,163000,Conservative,,,445.92,1,44,8,16.47,12.99,39.93,289.99,5.99,.00,69.99,.00,10.56
185476820,249.99000000000001,1,23.830373937381125,1,61.0,A,E21,1,5,1,3,0,63000.0,Blue Collar,Some College,149000,Conservative,,,74.55,1,28,3,15.96,.00,49.60,.00,8.99,.00,.00,.00,.00
185436337,1152.76,1,22.688676044937719,1,68.0,A,I30,1,18,1,4,,59000.0,Office Administration,High School,140000,Conservative,1,,287.58,3,47,11,16.46,.00,7.57,143.97,59.44,4.99,13.98,.00,41.17
185895919,999.0,1,18.256776858182615,0,74.0,U,U01,1,12,1,,,62500.0,,,,,1,1,110.96,1,4,2,.00,.00,49.98,.00,.00,.00,60.98,.00,.00
185476370,589.35000000000002,1,16.11685825836571,1,74.0,B,J34,1,51,1,3,,68000.0,Blue Collar,High School,162000,Conservative,,,57.44,1,7,1,.00,.00,57.44,.00,.00,.00,.00,.00,.00
185462866,191.19,1,15.272137531712497,1,43.0,U,U01,1,10,1,,,92000.0,Office Administration,High School,219000,Liberal,1,,79.03,1,8,3,.00,57.99,13.06,.00,7.98,.00,.00,.00,.00
185463294,1579.01,1,22.179413154134284,0,41.0,G,N49,1,3,1,1,,66000.0,Office Administration,High School,156000,Conservative,1,,319.97,1,63,7,79.80,.00,147.47,13.97,.00,.00,59.97,.00,18.76
185389535,849.74000000000001,1,15.845688219541891,0,74.0,B,Q64,0,51,1,1,,32000.0,Retired,High School,76000,,1,,147.38,4,23,5,39.90,.00,.00,.00,.00,59.96,.00,24.99,22.53
185401324,6639.3100000000004,0,17.363860728627088,1,25.0,A,I30,0,26,1,3,0,547000.0,Blue Collar,Some College,1303000,,1,,412.63,1,34,8,114.84,.00,24.94,12.99,51.96,29.97,177.93,.00,.00
185506026,207.53,1,16.830931041401215,1,76.0,B,Q64,1,21,1,4,,76000.0,Military,Some College,182000,Liberal,1,,32.81,1,11,2,.00,.00,.00,.00,.00,9.99,.00,.00,22.82
185389428,708.04999999999995,1,17.441616442200882,1,82.0,B,J34,1,21,1,3,,109000.0,Retired,Bachelors Degree,260000,Conservative,1,1,398.57,3,4,3,.00,.00,2.79,394.99,.00,.00,.00,.00,.79
185620615,4298.5600000000004,0,15.810155516732696,1,75.0,B,J34,1,25,1,2,0,132000.0,Retired,High School,314000,Liberal,,,20.87,1,3,2,.00,.00,.00,.00,.00,14.98,.00,.00,5.89
185861268,624.35000000000002,1,15.456430092239168,0,70.0,A,I30,1,27,1,1,,82000.0,Other,High School,195000,,1,,.00,1,0,1,.00,.00,.00,.00,.00,.00,.00,.00,.00
185506178,98.269999999999996,1,15.907488627245691,0,64.0,U,U01,1,15,1,,,32000.0,Other,,76000,Conservative,,,118.20,1,10,6,4.19,.00,28.77,13.29,14.99,17.99,38.97,.00,.00
185449767,1316.9200000000001,1,16.979937145395091,0,28.0,U,U01,0,15,1,,,61000.0,Other,Bachelors Degree,146000,Liberal,1,,40.36,1,4,2,.00,.00,.00,.00,.00,4.49,.00,35.87,.00
185738738,1093.71,1,19.477470404869912,1,62.0,A,I30,1,19,1,5,1,88000.0,Management,Some College,209000,Conservative,,,46.97,1,4,2,42.48,.00,.00,.00,.00,.00,.00,.00,4.49
185435800,3982.46,1,25.095982647844053,1,59.0,D,C14,1,34,1,5,1,23000.0,Professional,High School,54000,Conservative,1,,228.35,1,30,11,5.98,20.00,29.70,79.50,8.87,4.98,70.95,.00,8.37
185861519,736.42999999999995,1,21.506182057300116,1,79.0,B,J34,1,52,1,1,,25000.0,Blue Collar,High School,59000,Liberal,1,,41.45,1,5,4,.00,14.99,9.99,9.98,.00,.00,.00,.00,6.49
185477078,197.84,0,19.595064357229379,0,57.0,A,I30,1,45,1,4,,49000.0,Office Administration,High School,117000,Liberal,,,115.90,1,9,5,62.93,.00,7.99,34.99,9.99,.00,.00,.00,.00
185449707,379.25,1,21.303578635774372,0,87.0,B,Q64,1,27,1,3,0,62500.0,Educator,Graduate Degree,,,1,1,260.26,1,35,7,29.99,93.44,3.98,5.78,44.71,23.95,.00,.00,58.41
185506594,261.77999999999997,1,21.089514005046123,0,41.0,A,I30,1,29,1,5,1,66000.0,Medical Professional,High School,157000,Conservative,,,43.57,2,15,4,4.87,17.97,.00,.00,.00,4.88,.00,.00,15.85
185640753,1829.3499999999999,1,16.603972382585248,1,57.0,A,E21,1,24,1,5,,27000.0,Sales,High School,65000,,1,,29.94,1,6,4,.00,.00,26.77,3.17,.00,.00,.00,.00,.00
185389061,1743.27,1,20.694707738712964,0,77.0,B,J34,1,21,1,3,,42000.0,Retired,Less than High School,99000,Conservative,1,,118.73,1,19,5,.00,.00,1.58,17.98,.00,67.40,19.99,.00,11.78
185476481,74.980000000000004,1,20.110308355147112,1,35.0,A,M44,1,11,1,2,1,24000.0,Blue Collar,High School,56000,,,,71.97,1,10,3,.00,24.98,32.00,.00,14.99,.00,.00,.00,.00
185705610,4903.8199999999997,1,18.152465773183241,0,65.0,A,E21,1,14,1,3,,46000.0,Blue Collar,High School,109000,Conservative,1,,13.48,1,7,2,.00,2.50,.00,.00,.00,.00,.00,.00,10.98
185563111,795.50999999999999,1,20.701790405928513,1,40.0,A,I30,1,12,1,2,,31000.0,Professional,High School,73000,Conservative,,,32.97,1,3,1,32.97,.00,.00,.00,.00,.00,.00,.00,.00
185620287,3079.0,1,19.040589026905465,1,83.0,B,Q64,1,15,1,3,,24000.0,Blue Collar,High School,57000,Conservative,,,137.23,3,17,6,.00,28.47,69.67,.00,.00,29.96,.00,.00,9.13
185737892,130.68000000000001,1,24.676570974632551,0,57.0,D,E20,0,19,1,5,,38000.0,Professional,Some College,91000,Liberal,,,23.98,1,2,2,.00,21.99,.00,.00,.00,.00,1.99,.00,.00
185462764,541.36000000000001,1,16.643410042741841,1,64.0,A,I30,0,18,1,4,1,39000.0,Retired,Some College,93000,Liberal,1,,167.71,1,27,9,7.99,11.88,9.96,74.97,20.95,8.98,29.99,.00,2.99
185799131,329.12,1,15.854191788334939,1,59.0,B,J34,0,26,1,3,,26000.0,Management,High School,61000,Liberal,1,,109.80,1,10,4,.00,.00,.00,17.98,.00,.00,74.98,4.79,12.05
185505926,897.79999999999995,1,19.704893769143247,0,71.0,B,J34,1,25,1,3,,35000.0,Medical Professional,Bachelors Degree,83000,Conservative,,,195.40,1,15,5,.00,28.98,7.68,.00,.00,11.24,127.96,.00,19.54
185610538,2300.46,0,19.662641616345411,1,62.0,B,D16,1,26,1,6,1,34000.0,Other,Graduate Degree,80000,Conservative,1,,6.78,1,2,1,.00,6.78,.00,.00,.00,.00,.00,.00,.00
185449568,1234.01,1,18.53096323916747,0,61.0,A,E21,1,45,1,4,,53000.0,Educator,Graduate Degree,126000,Liberal,,,174.46,1,43,5,27.94,97.19,.00,29.98,12.98,.00,.00,.00,6.37
185786854,2273.6999999999998,1,20.695909718346041,0,67.0,A,I30,0,34,1,2,1,63000.0,Management,Less than High School,151000,Liberal,1,,69.98,1,2,1,.00,.00,.00,.00,.00,.00,69.98,.00,.00
185389021,1334.9100000000001,1,23.267562375922246,0,35.0,A,E21,0,31,1,5,,48000.0,Blue Collar,Bachelors Degree,115000,Conservative,,,388.64,4,28,8,23.94,.00,73.97,163.33,.00,.00,120.82,.00,6.58
185462888,0.0,1,19.625198390669013,0,65.0,D,C14,1,28,1,4,1,51700.0,Medical Professional,High School,,,1,,63.32,1,25,5,18.05,.00,6.43,5.78,14.99,.00,.00,.00,18.07
185952663,326.25,1,22.450734092041056,0,48.0,U,U01,1,9,1,,,40000.0,Office Administration,High School,96000,Conservative,,,80.27,1,4,2,.00,.00,.00,.00,.00,.00,74.99,.00,5.28
185449963,1677.8399999999999,0,17.752255828820331,1,67.0,A,E21,1,25,1,7,,39000.0,Blue Collar,High School,92000,Liberal,1,1,190.68,1,3,3,.00,.00,29.99,159.00,.00,.00,.00,.00,1.69
185953226,0.0,1,21.676475255871068,0,48.0,A,I30,0,45,1,5,1,34000.0,Office Administration,Some College,81000,Liberal,,,18.54,1,6,1,.00,.00,.00,.00,.00,.00,.00,.00,18.54
185402000,714.74000000000001,1,20.277157509563668,0,57.0,U,U01,1,15,1,,,19000.0,,High School,45000,Conservative,1,,35.22,1,10,4,.00,.00,.00,7.19,11.98,.00,.00,8.49,7.56
185952659,27.629999999999999,0,19.137368449896705,1,74.0,A,J35,1,57,1,3,,23000.0,Blue Collar,High School,55000,Liberal,1,,13.86,1,4,2,.00,.00,7.38,.00,.00,.00,.00,.00,6.48
185476737,5153.1199999999999,1,19.570097580528639,1,98.0,A,E21,0,60,1,5,,160000.0,Professional,Some College,381000,Conservative,1,,94.38,2,29,5,7.98,10.00,.00,.00,.00,28.46,.00,.00,47.94
185476477,805.16999999999996,1,15.445587773465139,0,74.0,B,J34,1,36,1,4,,72000.0,Office Administration,Some College,172000,Liberal,,,77.43,1,6,5,.00,.00,6.98,.00,17.98,12.49,24.99,14.99,.00
185476508,129.99000000000001,1,14.870865375904568,0,65.0,A,E21,1,33,1,2,,63000.0,Office Administration,High School,151000,,1,,23.06,1,4,3,.00,12.49,1.58,.00,.00,.00,.00,8.99,.00
185463360,3215.0900000000001,1,18.012514218666819,1,62.0,D,C14,1,25,1,5,2,67200.0,Blue Collar,Bachelors Degree,,,1,,155.43,2,44,5,.00,.00,66.03,7.98,3.99,.00,74.98,.00,2.45
185563168,106.01000000000001,1,21.54362774657352,0,76.0,B,J34,1,37,1,3,,69000.0,Retired,High School,164000,Liberal,,,22.48,3,2,2,15.99,.00,.00,.00,.00,6.49,.00,.00,.00
185463415,450.83999999999997,1,19.157900986667524,1,37.0,D,C14,1,27,1,5,1,55000.0,Professional,High School,130000,Conservative,1,,66.83,3,12,5,.00,.00,11.96,.00,15.41,22.49,14.99,.00,1.98
185400966,912.98000000000002,1,18.496802800793422,1,54.0,A,E21,1,25,1,2,,72000.0,Blue Collar,Some College,172000,Conservative,,,35.13,1,11,3,.00,.00,19.99,.00,11.98,.00,.00,.00,3.16
185402119,2766.75,0,20.591472018202907,1,24.0,D,C14,1,27,1,7,1,83000.0,Other,Graduate Degree,198000,Conservative,1,,159.84,3,26,7,39.99,.00,31.25,19.99,.00,4.89,50.97,.00,12.75
185662858,4293.9300000000003,1,18.942313708473428,1,74.0,A,J35,1,25,1,3,,69000.0,Professional,High School,165000,Liberal,,,7.88,1,2,1,.00,.00,.00,.00,.00,.00,.00,.00,7.88
185738353,233.94999999999999,0,25.06944984394984,1,83.0,B,Q64,1,33,1,2,,66000.0,Retired,High School,158000,Conservative,1,,43.04,2,6,4,.00,.00,.00,20.05,.00,.00,.00,.00,22.99
185389651,384.16000000000003,0,20.563379642865261,0,73.0,B,J34,1,32,1,2,0,118000.0,Professional,High School,282000,,,,55.87,1,13,1,.00,.00,.00,.00,55.87,.00,.00,.00,.00
185506197,344.16000000000003,0,19.590279535859015,1,66.0,A,E21,1,21,1,4,,85000.0,Blue Collar,High School,203000,Conservative,,,230.75,2,15,7,.00,.00,35.83,4.99,9.99,12.48,167.46,.00,.00
185449945,2632.8400000000001,1,22.215021940723755,1,53.0,A,E21,1,14,1,2,,53000.0,Blue Collar,High School,125000,Conservative,,,10.99,1,1,1,.00,.00,10.99,.00,.00,.00,.00,.00,.00
185401861,853.39999999999998,1,23.204552589249495,1,61.0,A,I30,1,37,1,6,1,240000.0,Other,High School,572000,Conservative,,,714.55,5,32,6,96.96,49.99,130.64,399.00,.00,14.99,22.97,.00,.00
185389795,0.0,0,23.195262870687721,1,90.0,U,U01,1,15,1,,,27000.0,Other,,64000,Conservative,1,,71.32,1,4,3,.00,.00,6.99,.00,61.34,.00,.00,.00,2.99
185758853,43.979999999999997,0,21.482975454924102,1,61.0,U,U01,1,15,1,,,32000.0,Financial Professional,High School,76000,Liberal,1,,33.18,1,4,3,.00,.00,.00,.00,2.00,4.19,.00,.00,26.99
185463158,1739.4000000000001,1,17.85141321238445,1,60.0,A,E21,1,16,1,4,,148000.0,Professional,High School,352000,Conservative,1,,93.99,1,14,4,25.96,44.99,11.98,.00,.00,.00,.00,.00,11.06
185463570,0.0,1,20.326860288202692,1,43.0,A,I30,1,21,1,4,3,173000.0,Management,Graduate Degree,412000,Conservative,1,,151.80,1,12,5,31.16,34.99,.00,.00,.00,.00,69.99,.00,15.66
185705615,0.0,0,26.829818992700016,1,48.0,A,I30,1,19,1,5,,28000.0,Technical,Graduate Degree,66000,Conservative,,,47.96,1,4,3,.00,39.99,.00,5.98,.00,.00,.00,.00,1.99
185834800,232.49000000000001,0,28.451123966518441,1,58.0,U,U01,0,6,1,,,24000.0,Other,High School,56000,Liberal,,,129.99,1,0,1,.00,.00,129.99,.00,.00,.00,.00,.00,.00
185401630,185.06999999999999,1,113.31747325165475,0,84.0,U,U01,0,15,1,,,45000.0,,High School,108000,Liberal,1,,63.74,3,16,4,.00,.00,15.72,.00,19.98,6.74,.00,21.30,.00
185389084,0.0,1,111.30565996316199,1,66.0,A,I30,1,46,1,3,,30000.0,Self Employed,Bachelors Degree,72000,Conservative,1,,4.00,1,2,1,.00,.00,.00,.00,.00,.00,.00,.00,4.00
185449034,0.0,1,60.621425598795774,1,64.0,A,E21,1,10,1,4,,61000.0,Technical,Some College,,,1,1,993.05,2,7,4,.00,.00,14.56,178.50,.00,799.99,.00,.00,.00
185449897,2041.9300000000001,0,60.10283792400152,1,55.0,A,J35,0,22,0,1,,61000.0,Blue Collar,High School,146000,,,,129.92,1,8,4,1.98,.00,34.98,2.98,.00,.00,89.98,.00,.00
185449868,70.959999999999994,1,26.824801421082984,1,54.0,A,I30,1,22,1,2,,74000.0,Blue Collar,High School,177000,Conservative,1,,310.18,2,23,8,.00,.00,23.96,6.99,37.97,14.99,210.95,.00,15.32
185786992,549.58000000000004,1,52.219371919223192,0,52.0,U,U01,0,15,1,,,36000.0,,Bachelors Degree,85000,,,,83.47,1,15,5,.00,.99,.00,.00,19.99,40.76,.00,.00,21.73
185620324,292.35000000000002,1,44.961845956282247,1,75.0,D,I31,1,31,1,2,1,45000.0,Professional,High School,108000,Liberal,,,35.97,1,3,2,.00,.00,5.98,.00,.00,.00,29.99,.00,.00
185640732,2706.4099999999999,1,44.384129546792451,0,61.0,G,D18,1,13,1,5,1,45000.0,Office Administration,Bachelors Degree,108000,Liberal,1,,51.75,1,5,2,.00,49.96,.00,.00,.00,.00,.00,.00,1.79
185388792,1398.03,1,46.14087559409441,1,72.0,B,J34,1,48,1,2,,89000.0,Professional,High School,211000,Conservative,1,,190.71,2,46,10,18.57,12.98,37.99,32.10,8.99,16.48,21.98,.00,41.62
185738504,669.32000000000005,1,64.567001451682913,1,65.0,E,O51,1,49,1,4,,46000.0,Management,Bachelors Degree,110000,Conservative,1,,14.77,1,3,3,.00,.00,4.99,2.29,.00,.00,.00,7.49,.00
185619946,133.22999999999999,1,61.090768435101772,0,71.0,D,I31,1,36,1,4,1,50000.0,Other,High School,,,0,,35.80,1,11,2,.00,12.99,.00,.00,.00,.00,.00,.00,22.81
185389687,321.12,0,20.638420343729983,1,29.0,C,F23,1,3,1,6,2,112761.60000000001,Blue Collar,Bachelors Degree,268480,Liberal,1,1,265.31,1,11,4,.00,4.99,.00,24.99,19.98,.00,215.35,.00,.00
185388058,0.0,1,48.536880424493781,1,39.0,G,A01,0,37,1,3,,213000.0,Professional,Bachelors Degree,506000,Conservative,1,,156.02,1,8,3,.00,.00,46.98,105.46,.00,.00,.00,.00,3.58
185786713,4012.5900000000001,1,3.7125097432531167,1,49.0,C,D15,1,7,1,3,2,55000.0,Management,High School,131000,Liberal,1,,105.62,1,5,2,.00,.00,.00,.00,14.99,.00,.00,90.63,.00
185807559,219.12,1,62.635259956742814,1,58.0,D,C14,1,16,1,3,,89600.0,Management,Some College,,,1,1,317.41,3,9,5,.00,7.49,.00,.00,.00,16.99,292.93,.00,.00
185640926,470.93000000000001,1,56.415437339758768,1,41.0,B,D16,1,27,1,4,2,118000.0,Retired,High School,281000,Conservative,,,287.92,2,7,3,.00,.00,6.98,.00,.00,253.98,.00,26.96,.00
185449476,601.27999999999997,0,45.290501079827443,0,83.0,A,I30,1,43,1,6,2,4000.0,Office Administration,High School,9000,Conservative,,,189.86,1,119,6,59.01,.00,21.46,106.10,.00,.00,.00,.00,3.29
185436269,1475.4200000000001,1,22.314413189059028,1,71.0,B,J34,0,31,1,5,,212000.0,Office Administration,Some College,505000,Conservative,1,,188.11,3,23,9,32.45,.00,6.78,.00,42.99,53.94,26.99,.00,24.96
185364745,716.17999999999995,1,24.438809991606011,1,43.0,B,C11,0,29,1,6,,74000.0,Blue Collar,Some College,176000,Conservative,1,,91.06,2,24,6,.00,.00,45.37,4.99,5.09,.00,1.99,15.99,17.63
185545231,2018.55,1,28.516499149468544,1,67.0,A,I30,1,29,1,3,,41000.0,Office Administration,High School,97000,Conservative,,,206.00,1,20,7,13.47,38.97,5.38,47.48,.00,.00,71.97,2.79,25.94
185834577,839.63,0,26.210999169451966,0,60.0,A,E21,1,31,1,2,,45000.0,Office Administration,Some College,107000,Liberal,1,,94.03,1,19,6,12.99,18.45,.00,4.99,.00,.99,34.88,.00,21.73
185449193,0.0,0,21.667961949886081,1,29.0,D,C14,0,32,1,7,1,125000.0,Professional,Bachelors Degree,298000,Liberal,,,100.88,1,12,2,23.96,.00,.00,.00,.00,76.92,.00,.00,.00
185389703,0.0,1,23.262640802829004,1,63.0,A,E21,1,17,1,2,,53000.0,Professional,Bachelors Degree,,,0,,41.93,1,8,2,37.36,.00,.00,.00,.00,.00,.00,.00,4.57
185364707,1613.97,1,24.140317097147069,1,68.0,B,J34,1,38,1,2,,19000.0,Office Administration,Some College,46000,Conservative,,,334.12,2,50,10,47.88,26.00,62.32,22.46,35.54,9.98,129.94,.00,.00
185545860,0.0,0,21.928790277135931,0,68.0,A,J35,1,12,1,1,,137000.0,Professional,High School,327000,Liberal,1,,269.28,1,22,5,35.48,.00,.00,.00,190.19,.00,11.99,14.95,16.67
185401656,1133.9000000000001,1,19.348286447096378,1,75.0,C,A04,1,17,1,6,1,158000.0,Financial Professional,High School,377000,,,,59.45,1,23,3,29.99,.00,9.48,.00,19.98,.00,.00,.00,.00
185506181,373.72000000000003,1,20.259192310431857,0,93.0,A,E21,0,59,1,4,,70000.0,Retired,High School,166000,Liberal,1,,150.10,1,10,6,23.48,27.99,.00,18.67,12.99,.00,3.99,62.98,.00
185435770,547.84000000000003,1,20.793781661585935,1,23.0,B,C11,1,15,1,4,,138000.0,Management,Bachelors Degree,329000,Liberal,1,,288.65,1,43,11,47.89,20.00,4.74,109.29,9.99,49.33,37.87,.00,9.54
185641088,347.47000000000003,0,21.583717321055424,0,71.0,B,J34,0,35,1,3,,114000.0,Professional,High School,271000,,1,,20.48,1,2,2,10.99,.00,9.49,.00,.00,.00,.00,.00,.00
185436296,3221.1900000000001,0,19.26188168458399,0,41.0,C,D15,1,6,1,2,,116000.0,Blue Collar,Less than High School,276000,,,,345.17,1,26,5,296.96,6.60,11.98,.00,.00,.00,13.98,.00,15.65
185364764,123.63,0,23.495027049294297,0,66.0,A,E21,1,32,1,2,,84000.0,Office Administration,Less than High School,201000,Conservative,1,,205.90,1,10,5,.00,.00,.00,14.99,23.96,10.99,149.98,.00,5.98
185515860,158.90000000000001,1,20.632640762484716,1,68.0,C,A04,0,31,1,6,2,202000.0,Office Administration,Some College,481000,Liberal,1,,7.99,1,1,1,.00,7.99,.00,.00,.00,.00,.00,.00,.00
185401840,3562.54,1,26.594405652905333,1,66.0,B,C11,1,20,1,4,,223000.0,Management,Bachelors Degree,530000,Conservative,,,206.41,2,21,8,37.46,.00,87.32,9.50,16.98,29.87,21.99,.00,3.29
185401981,147.38999999999999,1,19.984026561902862,1,54.0,A,I30,1,23,1,5,2,108000.0,Other,High School,258000,Conservative,1,,165.68,2,35,8,11.97,10.00,11.83,42.72,56.93,4.49,14.99,.00,12.75
185477058,462.69999999999999,1,18.718461620743067,1,55.0,B,C11,1,21,1,4,,107000.0,Management,High School,255000,Conservative,1,,103.89,2,21,6,39.95,47.97,14.97,.00,1.00,.00,.00,.00,.00
185388507,113.39,0,24.887740571519203,1,75.0,B,C13,1,22,1,3,,143000.0,Office Administration,Some College,341000,Conservative,,,89.97,2,16,3,.00,.00,3.38,.00,.00,.00,59.98,.00,26.61
185476868,677.08000000000004,0,20.307991175082343,1,46.0,A,I30,1,28,1,5,,229000.0,Sales,Some College,545000,Conservative,1,,51.18,1,24,4,21.15,.00,28.24,.00,.00,.00,.00,.00,1.79
185476333,803.86000000000001,1,27.529949968544528,1,71.0,B,C13,1,23,1,6,1,148000.0,Farmer,High School,352000,Conservative,,,1126.38,1,77,13,23.94,10.00,.00,102.92,123.47,221.88,392.77,201.95,49.45
185562728,168.66,0,23.559893289360893,1,86.0,B,Q62,1,30,1,2,,171000.0,Management,High School,406000,Conservative,,,28.36,3,4,4,.00,.00,14.98,9.79,.00,.00,.00,3.59,.00
185476230,441.92000000000002,0,22.058574920407658,0,70.0,A,E21,1,49,1,5,,126000.0,Financial Professional,Bachelors Degree,299000,Liberal,1,,144.97,1,4,3,.00,.00,.00,45.97,.00,99.00,.00,.00,.00
185401442,2096.4299999999998,1,22.229077330701976,1,68.0,A,I30,0,25,1,6,,55000.0,Retired,High School,131000,Liberal,,,286.61,3,40,8,73.09,19.99,.00,21.98,73.95,27.94,59.98,.00,9.68
185505822,3535.4299999999998,1,17.931669054243986,1,67.0,A,J35,1,50,1,2,,184000.0,Retired,Bachelors Degree,437000,Liberal,,,20.26,1,4,2,.00,.00,5.99,.00,.00,.00,.00,.00,14.27
185435980,1136.8800000000001,1,22.282838494393733,1,57.0,B,C11,1,24,1,4,,184000.0,Management,High School,439000,Conservative,1,,262.14,2,10,6,.00,.00,38.57,.00,.00,5.29,101.29,116.99,.00
185476709,0.0,0,26.503413803130481,1,51.0,U,U01,0,15,1,,,128000.0,Office Administration,,304000,,1,,503.04,1,26,7,19.98,.00,4.74,49.96,.00,329.94,39.99,58.43,.00
185787086,500.72000000000003,1,21.729643858225078,1,53.0,A,E21,1,32,1,3,,73000.0,Professional,High School,173000,Conservative,,,328.93,1,7,5,.00,10.99,.00,43.98,.00,8.99,264.97,.00,.00
185843372,641.17999999999995,1,21.24441944610145,1,75.0,B,C11,0,22,1,4,,143000.0,Farmer,Some College,341000,Conservative,,,388.80,3,10,6,4.77,40.98,.00,299.99,.00,.00,34.99,.00,8.07
185435871,754.97000000000003,0,23.817723779827499,0,73.0,B,J34,1,29,1,4,,94000.0,Retired,High School,224000,Liberal,,,158.40,1,21,7,.00,.00,11.98,23.48,14.38,79.92,8.49,.00,20.15
185620571,4254.1599999999999,0,23.584679384552448,0,64.0,A,E21,1,33,1,3,,99000.0,Professional,High School,236000,,,,37.74,1,15,3,10.87,.00,23.88,.00,.00,.00,.00,.00,2.99
185515618,1242.6099999999999,0,18.049165313250711,0,51.0,U,U01,1,,1,,,24000.0,Professional,,57000,Conservative,,,239.66,1,14,5,214.94,.00,10.14,.00,10.79,.00,.00,.00,3.79
185505826,1816.6500000000001,0,25.185966032350958,1,62.0,A,I30,1,29,1,5,,86000.0,Technical,High School,205000,Conservative,1,,76.53,1,7,3,.00,.00,26.66,.00,.00,.00,44.98,.00,4.89
185545095,21.469999999999999,0,26.357730692029904,1,64.0,A,E21,1,0,1,3,0,94000.0,Other,High School,223000,Liberal,,,52.10,1,14,3,.00,3.99,.00,19.99,.00,.00,.00,.00,28.12
185364708,294.22000000000003,1,22.55318711072028,1,73.0,B,J34,1,27,1,3,,116000.0,Office Administration,High School,276000,Conservative,,,143.05,2,40,5,35.91,.00,11.94,.00,13.97,.00,29.99,.00,51.24
185737997,325.75999999999999,0,22.839017717504927,1,65.0,A,I30,1,38,1,5,1,38000.0,Management,High School,90000,Conservative,1,,78.95,1,5,4,.00,.00,.00,7.98,6.99,8.99,54.99,.00,.00
185436191,639.87,1,23.325547933391615,1,74.0,B,J34,1,17,1,6,,76000.0,Technical,Graduate Degree,180000,Liberal,1,,255.99,1,21,9,.00,5.99,.00,25.57,12.98,38.96,164.33,.00,8.16
185476823,372.30000000000001,0,66.024775260432662,1,50.0,C,A04,1,8,1,4,,93000.0,Blue Collar,Some College,222000,Liberal,,,92.43,1,28,4,.00,12.49,1.58,.00,27.05,.00,.00,.00,51.31
185354058,0.0,1,56.164586887037203,1,29.0,U,U01,0,11,1,,,107000.0,Other,Bachelors Degree,254000,Conservative,1,,9.06,1,6,2,.00,.00,.00,.00,.00,4.49,.00,.00,4.57
185354060,0.0,1,55.448994366464902,0,67.0,C,D15,1,28,1,3,2,29000.0,Blue Collar,Bachelors Degree,69000,Conservative,1,,20.84,1,9,3,.00,10.99,.00,.00,.00,4.49,.00,.00,5.36
185640859,189.21000000000001,0,22.68528789472149,0,62.0,A,E21,0,28,1,7,,63000.0,Other,Some College,150000,Liberal,,,4.99,1,1,1,.00,.00,.00,.00,.00,.00,.00,.00,4.99
185476277,130.13,1,23.180548151160366,0,68.0,B,Q64,1,12,1,3,,36000.0,Blue Collar,High School,85000,Conservative,,,412.71,3,51,8,.00,8.99,72.66,69.98,14.99,.00,99.97,110.98,35.14
185563112,476.23000000000002,1,23.421808173784381,1,65.0,A,E21,1,27,1,3,,50000.0,Management,High School,119000,Conservative,,,64.44,1,6,3,14.98,.00,22.47,.00,.00,.00,.00,.00,26.99
185401264,1572.9000000000001,1,25.125916577216053,1,64.0,A,E21,1,12,1,3,,71000.0,Blue Collar,High School,169000,Conservative,,,27.34,1,6,4,.00,.00,3.38,.00,14.99,.00,.00,.00,5.98
185545410,0.0,1,25.368425476322198,0,73.0,B,C13,1,23,1,1,,92000.0,Office Administration,High School,219000,,,,57.32,4,9,3,.00,.00,.00,.00,8.99,.00,17.99,.00,30.34
